env_type,model,f_best,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,mu0,sigma0,obs_noise,w1,w2,hazard_rate,log_sigma0,log_obs_noise,log_w1,log_w2,logit_h
randomwalk,ChangePointModelVariational,555.6796024709478,246.3006984147104,-2.302585092985267,3.3434562478492635,-9.21033879630107,5.585099805759253,-1.4840107127043625,246.3006984147104,0.10000000000087786,28.31682774363539,0.00010000015756763544,266.4268723488252,0.18482238899012968,-2.302585092985267,3.3434562478492635,-9.21033879630107,5.585099805759253,-1.4840107127043625
