env_type,model,f_best,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,mu0,sigma0,obs_noise,w1,w2,hazard_rate,log_sigma0,log_obs_noise,log_w1,log_w2,logit_h
changepoint,ChangePointModelVariational,576.0928757729507,246.4316840920085,-2.302585092993988,3.647248967650193,-9.210340344684004,5.653045871147937,-1.6263903869527263,246.4316840920085,0.10000000000000575,38.36896645624556,0.00010000000272921787,285.15870107021743,0.16432544223543016,-2.302585092993988,3.647248967650193,-9.210340344684004,5.653045871147937,-1.6263903869527263
